종목코드,회사명,시장구분,업종,결산년도,자산총계,유동자산,고정자산,부채총계,유동부채,고정부채,자본총계,자본금,자본잉여금,이익잉여금,매출액,영업이익,당기순이익,매출액증감률,영업이익증감률
465770,STX그린로지스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.85,18.04
077970,STX엔진,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.56,20.93
002820,SUN&L,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.73,-4.29
084870,TBH글로벌,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.47,20.96
002710,TCC스틸,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.05,13.16
069260,TKG휴켐스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.02,-9.55
007980,TP,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.27,10.05
002900,TYM,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.89,8.09
024070,WISCOM,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.93,2.71
037270,YG PLUS,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.89,8.69
000500,가온전선,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.78,-0.48
000860,강남제비스코,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.05,19.86
035250,강원랜드,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.1,-2.8
011420,갤럭시아에스엠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.88,-7.13
002100,경농,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.21,-18.5
009450,경동나비엔,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.65,2.05
267290,경동도시가스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.01,16.15
012320,경동인베스트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.18,-3.66
000050,경방,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.35,20.45
214390,경보제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.05,18.35
012610,경인양행,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.08,-9.73
009140,경인전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.17,12.39
013580,계룡건설,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.16,-10.93
012200,계양전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.52,11.52
012205,계양전기우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.63,24.69
002140,고려산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.37,9.39
010130,고려아연,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.22,10.2
002240,고려제강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.37,20.07
009290,광동제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.19,-15.93
017040,광명전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.05,5.02
017900,광전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.82,-11.94
037710,광주신세계,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.07,23.91
030610,교보증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.91,22.92
339770,교촌에프앤비,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.41,-11.62
007690,국도화학,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.98,-7.81
001140,국보,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.85,11.19
002720,국제약품,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.07,-3.92
083420,그린케미칼,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.26,-15.09
014530,극동유화,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.64,11.56
014280,금강공업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.98,-17.33
014285,금강공업우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.65,8.09
008870,금비,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.11,-19.2
001570,금양,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.6,-7.47
002990,금호건설,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.98,8.35
002995,금호건설우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.51,-14.84
011780,금호석유화학,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.09,21.08
011785,금호석유화학우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.64,-18.79
214330,금호에이치티,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.24,-10.63
001210,금호전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.11,1.94
073240,금호타이어,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.83,-9.51
092440,기신정기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.87,-2.79
000270,기아,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.12,-12.85
024110,기업은행,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.81,-17.21
013700,까뮤이앤씨,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.81,-18.79
004540,깨끗한나라,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.38,9.99
004545,깨끗한나라우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.06,2.31
001260,남광토건,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.64,5.37
008350,남선알미늄,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.05,-1.53
008355,남선알미우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.12,0.39
004270,남성,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.09,-4.46
003920,남양유업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.26,12.82
003925,남양유업우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.53,-7.36
025860,남해화학,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.23,12.33
005720,넥센,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.09,19.72
005725,넥센우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.48,-6.79
002350,넥센타이어,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.46,-2.97
002355,넥센타이어1우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.59,15.45
092790,넥스틸,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.09,-2.01
251270,넷마블,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.96,9.47
090350,노루페인트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.49,15.76
090355,노루페인트우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.34,10.53
000320,노루홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.82,5.27
000325,노루홀딩스우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.09,-18.34
006280,녹십자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.09,-7.74
005250,녹십자홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.91,4.0
005257,녹십자홀딩스2우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.67,15.29
004370,농심,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.27,2.34
072710,농심홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.4,-5.23
058730,다스코,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.09,24.35
030210,다올투자증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.76,16.46
023590,다우기술,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.06,12.67
145210,다이나믹디자인,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.58,11.18
019680,대교,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.48,14.0
019685,대교우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.76,-14.86
006370,대구백화점,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.33,12.04
008060,대덕,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.44,7.14
00806K,대덕1우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.46,2.13
353200,대덕전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.09,-2.07
35320K,대덕전자1우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.32,-18.73
000490,대동,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.31,19.14
008110,대동전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.31,19.95
005750,대림바스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.52,-13.49
006570,대림통상,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.72,21.26
001680,대상,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.49,24.72
001685,대상우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.44,24.86
084690,대상홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.3,-19.31
084695,대상홀딩스우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.2,-1.04
128820,대성산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.69,-1.26
117580,대성에너지,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.57,-2.05
016710,대성홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.15,-0.28
003540,대신증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.96,-1.98
003547,대신증권2우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.58,16.65
003545,대신증권우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.2,-17.94
009190,대양금속,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.71,-19.52
014160,대영포장,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.39,-14.16
047040,대우건설,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.88,-17.55
003090,대웅,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.71,21.64
069620,대웅제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.63,15.61
000430,대원강업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.47,-0.82
006340,대원전선,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.39,1.42
006345,대원전선우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.69,-10.74
003220,대원제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.84,-7.08
024890,대원화성,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.96,17.46
002880,대유에이텍,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.55,-2.0
000300,DH오토넥스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.77,-14.55
012800,대창,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.1,22.63
015230,대창단조,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.71,17.49
001070,대한방직,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.52,10.01
006650,대한유화,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.65,21.12
001440,대한전선,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.73,-11.79
084010,대한제강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.08,0.9
001790,대한제당,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.17,4.95
001795,대한제당우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.84,-12.73
001130,대한제분,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.22,17.45
003490,대한항공,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.42,-4.66
003495,대한항공우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.58,-8.65
005880,대한해운,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.88,-8.49
003830,대한화섬,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.26,-2.41
016090,대현,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.33,24.33
069460,대호에이엘,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.83,8.84
475560,더본코리아,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.86,-13.58
192080,더블유게임즈,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.58,-6.88
012510,더존비즈온,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.0,12.45
004830,덕성,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.3,18.97
004835,덕성우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.18,-1.59
024900,디와이덕양,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.97,5.72
145720,덴티움,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.57,0.14
002150,도화엔지니어링,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.01,-6.48
460850,동국씨엠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.4,2.59
460860,동국제강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.03,-17.39
001230,동국홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.59,9.26
023450,동남합성,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.92,2.07
004140,동방,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.21,-10.26
007590,동방아그로,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.26,-5.76
005960,동부건설,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.18,0.24
005965,동부건설우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.1,2.47
026960,동서,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.51,-19.33
002210,동성제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.49,-14.51
102260,동성케미컬,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.05,-7.91
000640,동아쏘시오홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.88,2.67
170900,동아에스티,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.69,-4.1
028100,동아지질,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.46,-12.6
001520,동양,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.75,8.06
001527,동양2우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.99,18.84
084670,동양고속,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.87,-14.72
082640,동양생명,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.95,17.89
001525,동양우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.68,-1.94
008970,동양철관,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.41,-18.23
092780,DYP,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.34,-4.73
049770,동원F&B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.49,-5.96
018500,동원금속,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.37,15.0
006040,동원산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.3,-9.17
030720,동원수산,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.35,24.7
014820,동원시스템즈,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.54,3.74
014825,동원시스템즈우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.88,16.37
111380,동인기연,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.97,15.03
163560,동일고무벨트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.84,7.55
004890,동일산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.84,15.01
002690,동일제강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.04,-7.82
000020,동화약품,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.61,12.0
000150,두산,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.42,4.39
000157,두산2우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.1,4.38
454910,두산로보틱스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.51,-19.87
241560,두산밥캣,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.15,-0.97
034020,두산에너빌리티,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.01,-7.25
000155,두산우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.84,15.2
336260,두산퓨얼셀,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.23,-17.36
33626K,두산퓨얼셀1우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.92,8.01
33626L,두산퓨얼셀2우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.59,21.59
016740,두올,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.18,24.09
192650,드림텍,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.32,-11.58
024090,디씨엠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.68,22.49
003160,디아이,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.61,12.72
092200,디아이씨,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.18,-10.34
377190,디앤디플랫폼리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.41,23.67
